fecha_hora_imagen_utc,fecha_hora_imagen_peru,url_original,archivo_publicado,actualizado_utc
2026-06-28 15:50 UTC,2026-06-28 10:50 hora Perú,https://www.senamhi.gob.pe/usr/sat/G16D/Per/PerC13CP202606281550.jpg,data/latest.jpg,2026-06-28 16:19 UTC
